condition,loss_pct,delay_ms,jitter_ms,qber,sifted_bits,final_key_bits,secure_key_rate,elapsed_seconds,key_bits_per_sec,polarization_fidelity,attenuation_db_per_km,distance_km,run,note,source_file,lhs_point_id,detector_efficiency,dark_count_rate,alice_delay_ms,bob_delay_ms
loss_1pct,1.0,,,0.0,3751.0,3376.0,0.3376,48.0016655921936,70.33089286278914,1.0,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_5pct,5.0,,,0.0,3809.0,3429.0,0.3429,48.81765365600586,70.24098339839286,1.0,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_15pct,15.0,,,0.0,3813.0,3432.0,0.3432,71.3066771030426,48.130135064918896,1.0,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
baseline,,,,0.0,3740.0,3366.0,0.3366,48.93020510673523,68.79186368946307,1.0,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_1pct,1.0,,,0.0,3740.0,3366.0,0.3366,50.59141755104065,66.53302403721167,1.0,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_5pct,5.0,,,0.0,3795.0,3416.0,0.3416,55.91514801979065,61.09256831066491,1.0,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_15pct,15.0,,,0.0,3748.0,3374.0,0.3374,506.1052756309509,6.666597173470883,1.0,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
baseline,,,,0.0,3792.0,3413.0,0.3413,52.46453332901001,65.053471048656,1.0,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_1pct,1.0,,,0.0,3847.0,3463.0,0.3463,51.92890906333923,66.68732431440213,1.0,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_5pct,5.0,,,0.0,3886.0,3498.0,0.3498,83.44059252738953,41.92204170711965,1.0,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_15pct,15.0,,,0.0,3865.0,3479.0,0.3479,109.7365972995758,31.7031882308369,1.0,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
lhs_0,3.46,26.9,18.9,0.0913838120104438,3839.0,407.0,0.0407,48.97361516952515,8.310597422533435,0.837,0.389,90.2,1.0,,joint_fault_lhs_results.csv,0.0,,,,
lhs_1,1.59,148.8,28.4,0.0798969072164948,3881.0,685.0,0.0685,71.52282500267029,9.577362191362347,0.858,0.396,28.4,1.0,,joint_fault_lhs_results.csv,1.0,,,,
lhs_2,11.01,67.8,7.2,0.0,3783.0,3405.0,0.3405,65.2831289768219,52.15742648010806,0.989,0.144,52.8,1.0,,joint_fault_lhs_results.csv,2.0,,,,
lhs_3,3.81,30.7,6.2,0.0771208226221079,3896.0,757.0,0.0757,50.30781817436218,15.047362964068704,0.878,0.15,65.6,1.0,,joint_fault_lhs_results.csv,3.0,,,,
lhs_4,12.08,104.1,25.1,0.0455764075067024,3738.0,1566.0,0.1566,76.38931441307068,20.500249439757347,0.9,0.378,31.5,1.0,,joint_fault_lhs_results.csv,4.0,,,,
lhs_5,11.72,124.2,0.5,0.1070496083550913,3837.0,62.0,0.0062,103.76499891281128,0.5975039815891638,0.803,0.175,77.3,1.0,,joint_fault_lhs_results.csv,5.0,,,,
lhs_6,8.95,12.5,5.1,0.0661375661375661,3787.0,1013.0,0.1013,48.255107164382935,20.99259662918529,0.867,0.226,68.2,1.0,,joint_fault_lhs_results.csv,6.0,,,,
lhs_7,12.86,89.3,16.6,0.0935828877005347,3747.0,348.0,0.0348,92.26628351211548,3.771691963232746,0.816,0.356,20.1,1.0,,joint_fault_lhs_results.csv,7.0,,,,
lhs_8,13.99,161.3,21.6,0.0684210526315789,3805.0,958.0,0.0958,98.011634349823,9.774349814234377,0.885,0.442,14.2,1.0,,joint_fault_lhs_results.csv,8.0,,,,
lhs_9,7.24,20.5,17.7,0.056,3755.0,1275.0,0.1275,50.20856857299805,25.39407189325229,0.912,0.439,60.1,1.0,,joint_fault_lhs_results.csv,9.0,,,,
lhs_10,4.25,50.5,1.8,0.0524934383202099,3813.0,1394.0,0.1394,55.62512826919556,25.060616368447608,0.916,0.184,46.7,1.0,,joint_fault_lhs_results.csv,10.0,,,,
lhs_11,13.29,132.1,24.0,0.0260416666666666,3842.0,2253.0,0.2253,138.72102665901184,16.241229280533418,0.958,0.338,49.5,1.0,,joint_fault_lhs_results.csv,11.0,,,,
lhs_12,4.93,108.6,15.0,0.08,3751.0,660.0,0.066,66.9344208240509,9.860397563384138,0.854,0.287,1.8,1.0,,joint_fault_lhs_results.csv,12.0,,,,
lhs_13,6.17,172.5,28.8,0.0335917312661498,3877.0,2009.0,0.2009,92.42660665512084,21.736165295955853,0.923,0.462,17.9,1.0,,joint_fault_lhs_results.csv,13.0,,,,
lhs_14,9.37,85.6,27.2,0.0516795865633074,3878.0,1441.0,0.1441,89.89722752571106,16.02941536309189,0.908,0.198,83.9,1.0,,joint_fault_lhs_results.csv,14.0,,,,
lhs_15,14.57,16.2,5.7,0.0899470899470899,3781.0,433.0,0.0433,52.03483653068543,8.321348328723122,0.848,0.307,44.0,1.0,,joint_fault_lhs_results.csv,15.0,,,,
lhs_16,9.61,57.1,8.9,0.0911528150134048,3732.0,401.0,0.0401,87.42344427108765,4.586870299419411,0.805,0.241,93.3,1.0,,joint_fault_lhs_results.csv,16.0,,,,
lhs_17,0.65,33.9,7.7,0.0822281167108753,3776.0,611.0,0.0611,50.687655210495,12.054217096108465,0.841,0.406,12.7,1.0,,joint_fault_lhs_results.csv,17.0,,,,
lhs_18,7.84,110.2,18.4,0.0647668393782383,3862.0,1070.0,0.107,73.45267033576965,14.567203549017009,0.864,0.237,96.1,1.0,,joint_fault_lhs_results.csv,18.0,,,,
lhs_19,3.31,58.2,24.2,0.0053475935828877,3748.0,3049.0,0.3049,56.88158369064331,53.60258632358618,0.991,0.276,26.7,1.0,,joint_fault_lhs_results.csv,19.0,,,,
lhs_20,5.41,196.9,20.2,0.0446194225721784,3817.0,1628.0,0.1628,94.6496229171753,17.20027983021769,0.928,0.26,36.9,1.0,,joint_fault_lhs_results.csv,20.0,,,,
lhs_21,1.0,47.3,14.2,0.0938337801608579,3733.0,341.0,0.0341,53.40527367591858,6.385137207035101,0.822,0.368,60.6,1.0,,joint_fault_lhs_results.csv,21.0,,,,
lhs_22,9.91,136.6,22.1,0.0677083333333333,3847.0,988.0,0.0988,86.6798243522644,11.398269520999436,0.835,0.34,64.2,1.0,,joint_fault_lhs_results.csv,22.0,,,,
lhs_23,10.58,142.6,25.9,0.0052493438320209,3813.0,3107.0,0.3107,80.70997738838196,38.49586012208754,0.983,0.111,9.5,1.0,,joint_fault_lhs_results.csv,23.0,,,,
lhs_24,12.57,184.5,23.0,0.0317460317460317,3788.0,2025.0,0.2025,128.70659184455872,15.73345988716436,0.947,0.496,55.4,1.0,,joint_fault_lhs_results.csv,24.0,,,,
lhs_25,1.94,39.0,11.1,0.0,3871.0,3484.0,0.3484,51.34539484977722,67.85418653792117,0.997,0.299,4.3,1.0,,joint_fault_lhs_results.csv,25.0,,,,
lhs_26,2.52,120.9,20.5,0.052219321148825,3838.0,1411.0,0.1411,68.4668357372284,20.60851775617809,0.951,0.319,55.7,1.0,,joint_fault_lhs_results.csv,26.0,,,,
lhs_27,8.16,95.3,4.1,0.0746666666666666,3759.0,791.0,0.0791,86.91434478759766,9.100914261426643,0.828,0.422,78.2,1.0,,joint_fault_lhs_results.csv,27.0,,,,
lhs_28,0.26,167.0,1.3,0.02088772845953,3833.0,2439.0,0.2439,77.54002833366394,31.45472154723356,0.972,0.207,72.9,1.0,,joint_fault_lhs_results.csv,28.0,,,,
lhs_29,4.81,166.5,3.4,0.0233766233766233,3852.0,2357.0,0.2357,82.04286217689514,28.72888557834562,0.935,0.131,80.8,1.0,,joint_fault_lhs_results.csv,29.0,,,,
lhs_30,5.67,191.0,2.6,0.0288713910761154,3817.0,2139.0,0.2139,92.13679933547974,23.21547975865405,0.893,0.212,86.0,1.0,,joint_fault_lhs_results.csv,30.0,,,,
lhs_31,10.36,156.8,9.2,0.0106382978723404,3760.0,2808.0,0.2808,92.95327806472778,30.20872483964101,0.969,0.161,40.0,1.0,,joint_fault_lhs_results.csv,31.0,,,,
lhs_32,1.45,77.3,15.6,0.0213333333333333,3754.0,2372.0,0.2372,60.51950979232788,39.19397245846001,0.944,0.104,21.1,1.0,,joint_fault_lhs_results.csv,32.0,,,,
lhs_33,13.8,117.8,15.9,0.0697674418604651,3876.0,941.0,0.0941,90.71391654014587,10.373270561893952,0.81,0.325,35.3,1.0,,joint_fault_lhs_results.csv,33.0,,,,
lhs_34,8.62,146.7,13.4,0.0157894736842105,3809.0,2625.0,0.2625,83.77011823654175,31.335756177253867,0.962,0.129,7.2,1.0,,joint_fault_lhs_results.csv,34.0,,,,
lhs_35,6.49,73.7,10.4,0.0131233595800524,3818.0,2743.0,0.2743,61.466654777526855,44.62582208073706,0.976,0.263,88.3,1.0,,joint_fault_lhs_results.csv,35.0,,,,
lhs_36,7.08,99.7,11.3,0.0474934036939313,3793.0,1531.0,0.1531,71.82539105415344,21.315581823225827,0.888,0.417,41.9,1.0,,joint_fault_lhs_results.csv,36.0,,,,
lhs_37,11.38,186.0,12.5,0.0859375,3848.0,535.0,0.0535,124.20565533638,4.307372305641688,0.87,0.46,24.4,1.0,,joint_fault_lhs_results.csv,37.0,,,,
lhs_38,14.76,180.5,26.9,0.0415584415584415,3859.0,1741.0,0.1741,255.18277716636655,6.8225607516801725,0.903,0.47,98.5,1.0,,joint_fault_lhs_results.csv,38.0,,,,
lhs_39,2.65,63.2,29.6,0.0339425587467362,3838.0,1977.0,0.1977,58.44518661499024,33.82656664309344,0.931,0.49,72.5,1.0,,joint_fault_lhs_results.csv,39.0,,,,
baseline,,,,0.0076923076923076,3906.0,3058.0,0.3058,53.20266366004944,57.47832513687264,,,,,,network_effects.csv,,,,,
latency_10ms,,10.0,,0.0157068062827225,3826.0,2640.0,0.264,57.32026028633118,46.057013468055466,,,,,,network_effects.csv,,,,,
latency_25ms,,25.0,,0.0131578947368421,3802.0,2730.0,0.273,60.89627194404602,44.83033054155492,,,,,,network_effects.csv,,,,,
latency_50ms,,50.0,,0.0104986876640419,3819.0,2859.0,0.2859,72.0872449874878,39.66027555216235,,,,,,network_effects.csv,,,,,
latency_75ms,,75.0,,0.0053050397877984,3774.0,3072.0,0.3072,82.80641531944275,37.09857488878282,,,,,,network_effects.csv,,,,,
latency_100ms,,100.0,,0.0181818181818181,3850.0,2556.0,0.2556,94.06059384346008,27.17397260168069,,,,,,network_effects.csv,,,,,
latency_150ms,,150.0,,0.0211640211640211,3787.0,2400.0,0.24,108.215190410614,22.17803240832816,,,,,,network_effects.csv,,,,,
latency_200ms,,200.0,,0.0,3785.0,3407.0,0.3407,128.63691353797913,26.485399146288657,,,,,,network_effects.csv,,,,,
jitter_50pm5ms,,50.0,5.0,0.0126903553299492,3949.0,2857.0,0.2857,55.249436140060425,51.71093498144207,,,,,,network_effects.csv,,,,,
jitter_50pm10ms,,50.0,10.0,0.0051948051948051,3851.0,3140.0,0.314,57.22436022758484,54.871736224084025,,,,,,network_effects.csv,,,,,
jitter_50pm20ms,,50.0,20.0,0.0078125,3848.0,3007.0,0.3007,54.540207386016846,55.13363707470871,,,,,,network_effects.csv,,,,,
jitter_50pm30ms,,50.0,30.0,0.0077720207253886,3863.0,3020.0,0.302,54.44453430175781,55.46929620633187,,,,,,network_effects.csv,,,,,
jitter_50pm50ms,,50.0,50.0,0.0130548302872062,3830.0,2754.0,0.2754,55.243231534957886,49.85226105495422,,,,,,network_effects.csv,,,,,
loss_1pct,1.0,,,0.0102827763496143,3891.0,2923.0,0.2923,54.70625352859497,53.430820271253765,,,,,,network_effects.csv,,,,,
loss_2.5pct,2.5,,,0.0025906735751295,3862.0,3295.0,0.3295,51.67371129989624,63.76549926667676,,,,,,network_effects.csv,,,,,
loss_5pct,5.0,,,0.0131926121372031,3798.0,2726.0,0.2726,54.75263476371765,49.78755838443065,,,,,,network_effects.csv,,,,,
loss_7.5pct,7.5,,,0.0,3760.0,3384.0,0.3384,66.31962084770203,51.02562343911916,,,,,,network_effects.csv,,,,,
loss_10pct,10.0,,,0.0157068062827225,3821.0,2636.0,0.2636,95.74242329597472,27.53220473489754,,,,,,network_effects.csv,,,,,
loss_12.5pct,12.5,,,0.0233766233766233,3855.0,2359.0,0.2359,227.40642738342285,10.37349747385356,,,,,,network_effects.csv,,,,,
loss_15pct,15.0,,,0.0107816711590296,3715.0,2769.0,0.2769,1079.7934584617617,2.564379306339406,,,,,,network_effects.csv,,,,,
asymmetric_100_10,,,,0.0128865979381443,3887.0,2803.0,0.2803,76.5664210319519,36.608737384111,,,,,,network_effects.csv,,,,100.0,10.0
