toeplitz_prob,final_key_prob,reconciliation_prob,verify_digest_prob,seed,output_path,k_pe,total_corrections,secure_key_length,t_verify,digest_length,verification_passed,remaining_errors_after_reconciliation,non_convergent,error,elapsed_seconds,faults_fired,keys_match,alice_measurement_error,run,bob_output_path,alice_output_path,fault_type,prob,key_index,qber
0.5,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed42_20260824_051146_264110.json,384,37,1686,68,34,True,0,False,,4.212508916854858,{},True,,0,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed42_20260824_051146_264110.json,results/alice_realchannel_run_seed42_20260824_051146_112562.json,toeplitz,0.5,0,0.013020833333333334
0.5,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed43_20260824_051152_100788.json,384,37,1686,68,34,True,0,False,,4.220327377319336,{'toeplitz_matrix': 1},False,,1,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed43_20260824_051152_100788.json,results/alice_realchannel_run_seed43_20260824_051152_062492.json,toeplitz,0.5,0,0.013020833333333334
0.5,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed44_20260824_051157_873928.json,384,37,1686,68,34,True,0,False,,4.322509527206421,{'toeplitz_matrix': 1},True,,2,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed44_20260824_051157_873928.json,results/alice_realchannel_run_seed44_20260824_051157_825953.json,toeplitz,0.5,0,0.013020833333333334
0.0,0.5,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed42_20260824_051203_738472.json,384,37,1686,68,34,True,0,False,,4.322195053100586,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed42_20260824_051203_738472.json,results/alice_realchannel_run_seed42_20260824_051203_700807.json,final_key,0.5,0,0.013020833333333334
0.0,0.5,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed43_20260824_051209_610121.json,384,37,1686,68,34,True,0,False,,4.20729398727417,{'final_key': 1},False,,1,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed43_20260824_051209_610121.json,results/alice_realchannel_run_seed43_20260824_051209_561093.json,final_key,0.5,0,0.013020833333333334
0.0,0.5,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed44_20260824_051215_360847.json,384,37,1686,68,34,True,0,False,,4.323753595352173,{'final_key': 1},False,,2,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed44_20260824_051215_360847.json,results/alice_realchannel_run_seed44_20260824_051215_319988.json,final_key,0.5,0,0.013020833333333334
0.3,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed42_20260824_051221_235305.json,384,37,1686,68,34,True,0,False,,4.313591718673706,{},True,,0,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed42_20260824_051221_235305.json,results/alice_realchannel_run_seed42_20260824_051221_191008.json,toeplitz,0.3,0,0.013020833333333334
0.3,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed43_20260824_051227_090499.json,384,37,1686,68,34,True,0,False,,4.210381269454956,{'toeplitz_matrix': 1},False,,1,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed43_20260824_051227_090499.json,results/alice_realchannel_run_seed43_20260824_051227_045858.json,toeplitz,0.3,0,0.013020833333333334
0.3,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed44_20260824_051232_840830.json,384,37,1686,68,34,True,0,False,,4.364248037338257,{'toeplitz_matrix': 1},True,,2,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed44_20260824_051232_840830.json,results/alice_realchannel_run_seed44_20260824_051232_833340.json,toeplitz,0.3,0,0.013020833333333334
0.0,0.3,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed42_20260824_051238_833505.json,384,37,1686,68,34,True,0,False,,4.275485992431641,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed42_20260824_051238_833505.json,results/alice_realchannel_run_seed42_20260824_051238_747217.json,final_key,0.3,0,0.013020833333333334
0.0,0.3,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed43_20260824_051244_666001.json,384,37,1686,68,34,True,0,False,,4.2348103523254395,{},True,,1,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed43_20260824_051244_666001.json,results/alice_realchannel_run_seed43_20260824_051244_638666.json,final_key,0.3,0,0.013020833333333334
0.0,0.3,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed44_20260824_051250_561865.json,384,37,1686,68,34,True,0,False,,4.291254758834839,{'final_key': 1},False,,2,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed44_20260824_051250_561865.json,results/alice_realchannel_run_seed44_20260824_051250_479294.json,final_key,0.3,0,0.013020833333333334
0.1,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed42_20260824_051256_432687.json,384,37,1686,68,34,True,0,False,,4.300089120864868,{},True,,0,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed42_20260824_051256_432687.json,results/alice_realchannel_run_seed42_20260824_051256_372050.json,toeplitz,0.1,0,0.013020833333333334
0.1,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed43_20260824_051302_323366.json,384,37,1686,68,34,True,0,False,,4.177690744400024,{'toeplitz_matrix': 1},False,,1,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed43_20260824_051302_323366.json,results/alice_realchannel_run_seed43_20260824_051302_243865.json,toeplitz,0.1,0,0.013020833333333334
0.1,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed44_20260824_051308_053217.json,384,37,1686,68,34,True,0,False,,4.339619159698486,{},True,,2,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed44_20260824_051308_053217.json,results/alice_realchannel_run_seed44_20260824_051308_021746.json,toeplitz,0.1,0,0.013020833333333334
0.0,0.1,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed42_20260824_051313_953261.json,384,37,1686,68,34,True,0,False,,4.347476482391357,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed42_20260824_051313_953261.json,results/alice_realchannel_run_seed42_20260824_051313_939995.json,final_key,0.1,0,0.013020833333333334
0.0,0.1,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed43_20260824_051319_929286.json,384,37,1686,68,34,True,0,False,,4.243613004684448,{},True,,1,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed43_20260824_051319_929286.json,results/alice_realchannel_run_seed43_20260824_051319_913822.json,final_key,0.1,0,0.013020833333333334
0.0,0.1,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed44_20260824_051325_802335.json,384,37,1686,68,34,True,0,False,,4.314054250717163,{},True,,2,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed44_20260824_051325_802335.json,results/alice_realchannel_run_seed44_20260824_051325_741360.json,final_key,0.1,0,0.013020833333333334
0.05,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed42_20260824_051331_656719.json,384,37,1686,68,34,True,0,False,,4.324209451675415,{},True,,0,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed42_20260824_051331_656719.json,results/alice_realchannel_run_seed42_20260824_051331_617653.json,toeplitz,0.05,0,0.013020833333333334
0.05,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed43_20260824_051337_579952.json,384,37,1686,68,34,True,0,False,,2.8092892169952393,{'toeplitz_matrix': 1},False,,1,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed43_20260824_051337_579952.json,results/alice_realchannel_run_seed43_20260824_051337_486114.json,toeplitz,0.05,0,0.013020833333333334
0.05,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed44_20260824_051341_992911.json,384,37,1686,68,34,True,0,False,,4.275815486907959,{},True,,2,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed44_20260824_051341_992911.json,results/alice_realchannel_run_seed44_20260824_051341_893724.json,toeplitz,0.05,0,0.013020833333333334
0.0,0.05,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed42_20260824_051347_902331.json,384,37,1686,68,34,True,0,False,,4.262803316116333,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed42_20260824_051347_902331.json,results/alice_realchannel_run_seed42_20260824_051347_802866.json,final_key,0.05,0,0.013020833333333334
0.0,0.05,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed43_20260824_051353_723365.json,384,37,1686,68,34,True,0,False,,4.209349870681763,{},True,,1,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed43_20260824_051353_723365.json,results/alice_realchannel_run_seed43_20260824_051353_676382.json,final_key,0.05,0,0.013020833333333334
0.0,0.05,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed44_20260824_051359_492681.json,384,37,1686,68,34,True,0,False,,4.320164918899536,{},True,,2,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed44_20260824_051359_492681.json,results/alice_realchannel_run_seed44_20260824_051359_439438.json,final_key,0.05,0,0.013020833333333334
0.01,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed42_20260824_051405_417564.json,384,37,1686,68,34,True,0,False,,4.287930965423584,{},True,,0,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed42_20260824_051405_417564.json,results/alice_realchannel_run_seed42_20260824_051405_343216.json,toeplitz,0.01,0,0.013020833333333334
0.01,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed43_20260824_051411_336620.json,384,37,1686,68,34,True,0,False,,3.3720099925994873,{},True,,1,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed43_20260824_051411_336620.json,results/alice_realchannel_run_seed43_20260824_051411_309877.json,toeplitz,0.01,0,0.013020833333333334
0.01,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed44_20260824_051416_341066.json,384,37,1686,68,34,True,0,False,,4.360213279724121,{},True,,2,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed44_20260824_051416_341066.json,results/alice_realchannel_run_seed44_20260824_051416_330481.json,toeplitz,0.01,0,0.013020833333333334
0.0,0.01,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed42_20260824_051422_330551.json,384,37,1686,68,34,True,0,False,,2.3428311347961426,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed42_20260824_051422_330551.json,results/alice_realchannel_run_seed42_20260824_051422_326238.json,final_key,0.01,0,0.013020833333333334
0.0,0.01,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed43_20260824_051426_323144.json,384,37,1686,68,34,True,0,False,,4.209909677505493,{},True,,1,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed43_20260824_051426_323144.json,results/alice_realchannel_run_seed43_20260824_051426_273725.json,final_key,0.01,0,0.013020833333333334
0.0,0.01,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed44_20260824_051432_092452.json,384,37,1686,68,34,True,0,False,,4.368403911590576,{},True,,2,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed44_20260824_051432_092452.json,results/alice_realchannel_run_seed44_20260824_051432_081850.json,final_key,0.01,0,0.013020833333333334
0.5,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed42_20260824_051439_369908.json,383,35,1683,68,34,True,0,False,,4.742945194244385,{'toeplitz_matrix': 1},False,,0,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed42_20260824_051439_369908.json,results/alice_realchannel_run_seed42_20260824_051439_198388.json,toeplitz,0.5,1,0.007832898172323759
0.5,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed43_20260824_051445_669803.json,383,35,1683,68,34,True,0,False,,4.518880605697632,{},True,,1,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed43_20260824_051445_669803.json,results/alice_realchannel_run_seed43_20260824_051445_623181.json,toeplitz,0.5,1,0.007832898172323759
0.5,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed44_20260824_051451_731733.json,383,35,1683,68,34,True,0,False,,2.4936630725860596,{},True,,2,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed44_20260824_051451_731733.json,results/alice_realchannel_run_seed44_20260824_051451_738023.json,toeplitz,0.5,1,0.007832898172323759
0.0,0.5,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed42_20260824_051455_886967.json,383,35,1683,68,34,True,0,False,,4.882592678070068,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed42_20260824_051455_886967.json,results/alice_realchannel_run_seed42_20260824_051455_856904.json,final_key,0.5,1,0.007832898172323759
0.0,0.5,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed43_20260824_051502_319230.json,383,35,1683,68,34,True,0,False,,2.549563407897949,{'final_key': 1},False,,1,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed43_20260824_051502_319230.json,results/alice_realchannel_run_seed43_20260824_051502_315519.json,final_key,0.5,1,0.007832898172323759
0.0,0.5,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed44_20260824_051506_504549.json,383,35,1683,68,34,True,0,False,,4.480667591094971,{'final_key': 1},False,,2,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed44_20260824_051506_504549.json,results/alice_realchannel_run_seed44_20260824_051506_486025.json,final_key,0.5,1,0.007832898172323759
0.3,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed42_20260824_051512_643135.json,383,35,1683,68,34,True,0,False,,4.386004209518433,{'toeplitz_matrix': 1},False,,0,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed42_20260824_051512_643135.json,results/alice_realchannel_run_seed42_20260824_051512_567863.json,toeplitz,0.3,1,0.007832898172323759
0.3,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed43_20260824_051518_590083.json,383,35,1683,68,34,True,0,False,,4.563354969024658,{},True,,1,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed43_20260824_051518_590083.json,results/alice_realchannel_run_seed43_20260824_051518_580850.json,toeplitz,0.3,1,0.007832898172323759
0.3,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed44_20260824_051524_801402.json,383,35,1683,68,34,True,0,False,,4.443878173828125,{},True,,2,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed44_20260824_051524_801402.json,results/alice_realchannel_run_seed44_20260824_051524_736827.json,toeplitz,0.3,1,0.007832898172323759
0.0,0.3,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed42_20260824_051530_824943.json,383,35,1683,68,34,True,0,False,,4.896269083023071,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed42_20260824_051530_824943.json,results/alice_realchannel_run_seed42_20260824_051530_808916.json,final_key,0.3,1,0.007832898172323759
0.0,0.3,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed43_20260824_051537_347369.json,383,35,1683,68,34,True,0,False,,4.526111841201782,{},True,,1,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed43_20260824_051537_347369.json,results/alice_realchannel_run_seed43_20260824_051537_310287.json,final_key,0.3,1,0.007832898172323759
0.0,0.3,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed44_20260824_051543_428405.json,383,35,1683,68,34,True,0,False,,4.492575168609619,{'final_key': 1},False,,2,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed44_20260824_051543_428405.json,results/alice_realchannel_run_seed44_20260824_051543_419956.json,final_key,0.3,1,0.007832898172323759
0.1,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed42_20260824_051549_612206.json,383,35,1683,68,34,True,0,False,,4.84908652305603,{},True,,0,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed42_20260824_051549_612206.json,results/alice_realchannel_run_seed42_20260824_051549_540353.json,toeplitz,0.1,1,0.007832898172323759
0.1,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed43_20260824_051556_107160.json,383,35,1683,68,34,True,0,False,,2.5578904151916504,{},True,,1,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed43_20260824_051556_107160.json,results/alice_realchannel_run_seed43_20260824_051556_118758.json,toeplitz,0.1,1,0.007832898172323759
0.1,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed44_20260824_051600_313561.json,383,35,1683,68,34,True,0,False,,4.48343563079834,{},True,,2,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed44_20260824_051600_313561.json,results/alice_realchannel_run_seed44_20260824_051600_293284.json,toeplitz,0.1,1,0.007832898172323759
0.0,0.1,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed42_20260824_051606_445269.json,383,35,1683,68,34,True,0,False,,4.8677074909210205,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed42_20260824_051606_445269.json,results/alice_realchannel_run_seed42_20260824_051606_390930.json,final_key,0.1,1,0.007832898172323759
0.0,0.1,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed43_20260824_051612_867486.json,383,35,1683,68,34,True,0,False,,2.5459327697753906,{},True,,1,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed43_20260824_051612_867486.json,results/alice_realchannel_run_seed43_20260824_051612_863918.json,final_key,0.1,1,0.007832898172323759
0.0,0.1,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed44_20260824_051617_080290.json,383,35,1683,68,34,True,0,False,,4.432897567749023,{'final_key': 1},False,,2,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed44_20260824_051617_080290.json,results/alice_realchannel_run_seed44_20260824_051617_007761.json,final_key,0.1,1,0.007832898172323759
0.05,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed42_20260824_051623_096332.json,383,35,1683,68,34,True,0,False,,4.884860515594482,{},True,,0,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed42_20260824_051623_096332.json,results/alice_realchannel_run_seed42_20260824_051623_059539.json,toeplitz,0.05,1,0.007832898172323759
0.05,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed43_20260824_051629_733355.json,383,35,1683,68,34,True,0,False,,3.9037926197052,{},True,,1,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed43_20260824_051629_733355.json,results/alice_realchannel_run_seed43_20260824_051629_496399.json,toeplitz,0.05,1,0.007832898172323759
0.05,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed44_20260824_051635_237507.json,383,35,1683,68,34,True,0,False,,4.451083183288574,{},True,,2,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed44_20260824_051635_237507.json,results/alice_realchannel_run_seed44_20260824_051635_187033.json,toeplitz,0.05,1,0.007832898172323759
