toeplitz_prob,hash_prob,reconciliation_prob,qber_after_reconciliation,secure_key_length,keys_match,n_mismatched_bits,elapsed_seconds,faults_fired,non_convergent,error,condition,run
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,8
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,9
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,10
0.5,0.5,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,combined,11
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,12
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,13
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,14
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,15
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,16
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,17
0.5,0.5,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,combined,18
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,19
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,20
0.5,0.5,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,combined,21
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,22
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,23
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,24
0.5,0.5,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,combined,25
0.5,0.5,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,combined,26
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,27
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,28
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,29
